,metric,value,model
1404,balanced_accuracy,0.26176567688195596,glove
1405,f1_weighted,0.19087924482270036,glove
1406,f1_weighted,0.154934176769852,glove
1407,f1_weighted,0.18659122075046422,glove
1408,f1_weighted,0.21933746965036074,glove
1409,f1_weighted,0.2541167862139514,glove
1410,accuracy,0.16842105263157894,glove
1411,accuracy,0.17894736842105263,glove
1412,accuracy,0.23684210526315788,glove
1413,accuracy,0.15053763440860216,glove
1414,accuracy,0.21081081081081082,glove
1415,balanced_accuracy,0.16842105263157894,glove
1416,balanced_accuracy,0.17894736842105263,glove
1417,balanced_accuracy,0.23684210526315788,glove
1418,balanced_accuracy,0.15064011379800854,glove
1419,balanced_accuracy,0.21081081081081082,glove
1420,f1_weighted,0.16699784567746173,glove
1421,f1_weighted,0.1767523930996092,glove
1422,f1_weighted,0.23232153893312169,glove
1423,f1_weighted,0.15039796967752445,glove
1424,f1_weighted,0.20780254810765875,glove
1425,accuracy,0.16842105263157894,glove
1426,accuracy,0.17894736842105263,glove
1427,accuracy,0.23684210526315788,glove
1428,accuracy,0.15053763440860216,glove
1429,accuracy,0.21081081081081082,glove
1430,balanced_accuracy,0.16842105263157894,glove
1431,balanced_accuracy,0.17894736842105263,glove
1432,balanced_accuracy,0.23684210526315788,glove
1433,balanced_accuracy,0.15064011379800854,glove
1434,balanced_accuracy,0.21081081081081082,glove
1435,f1_weighted,0.16699784567746173,glove
1436,f1_weighted,0.1767523930996092,glove
1437,f1_weighted,0.23232153893312169,glove
1438,f1_weighted,0.15039796967752445,glove
1439,f1_weighted,0.20780254810765875,glove
1440,accuracy,0.21578947368421053,glove
1441,accuracy,0.14736842105263157,glove
1442,accuracy,0.23157894736842105,glove
1443,accuracy,0.24193548387096775,glove
1444,accuracy,0.23243243243243245,glove
1445,balanced_accuracy,0.21578947368421048,glove
1446,balanced_accuracy,0.1473684210526316,glove
1447,balanced_accuracy,0.23157894736842105,glove
1448,balanced_accuracy,0.24224751066856332,glove
1449,balanced_accuracy,0.23243243243243245,glove
1450,f1_weighted,0.2153337104072398,glove
1451,f1_weighted,0.1377944044060565,glove
1452,f1_weighted,0.2217010016009738,glove
1453,f1_weighted,0.23452288457180054,glove
1454,f1_weighted,0.22798112712375665,glove
1455,accuracy,0.15789473684210525,glove
1456,accuracy,0.17894736842105263,glove
1457,accuracy,0.2222222222222222,glove
1458,accuracy,0.1657754010695187,glove
1459,accuracy,0.2,glove
1460,balanced_accuracy,0.15789473684210525,glove
1461,balanced_accuracy,0.1789473684210526,glove
1462,balanced_accuracy,0.22162162162162163,glove
1463,balanced_accuracy,0.16571834992887627,glove
1464,balanced_accuracy,0.2,glove
1465,f1_weighted,0.15732376195044495,glove
1466,f1_weighted,0.1775805927772781,glove
1467,f1_weighted,0.21470014665510853,glove
1468,f1_weighted,0.16600577342892173,glove
1469,f1_weighted,0.1959019789906657,glove
1470,accuracy,0.24736842105263157,glove
1471,accuracy,0.2,glove
1472,accuracy,0.18518518518518517,glove
1473,accuracy,0.15591397849462366,glove
1474,accuracy,0.1989247311827957,glove
1475,balanced_accuracy,0.2473684210526316,glove
1476,balanced_accuracy,0.2,glove
1477,balanced_accuracy,0.18534850640113795,glove
1478,balanced_accuracy,0.15576102418207682,glove
1479,balanced_accuracy,0.19843527738264582,glove
1480,f1_weighted,0.2357091533895658,glove
1481,f1_weighted,0.19568593474025273,glove
1482,f1_weighted,0.1844511001159453,glove
1483,f1_weighted,0.15542479653991678,glove
1484,f1_weighted,0.1974407684598478,glove
1485,accuracy,0.25263157894736843,glove
1486,accuracy,0.1736842105263158,glove
1487,accuracy,0.1595744680851064,glove
1488,accuracy,0.16042780748663102,glove
1489,accuracy,0.1881720430107527,glove
1490,balanced_accuracy,0.25263157894736843,glove
1491,balanced_accuracy,0.1736842105263158,glove
1492,balanced_accuracy,0.15945945945945944,glove
1493,balanced_accuracy,0.1601706970128023,glove
1494,balanced_accuracy,0.18819345661450923,glove
1495,f1_weighted,0.24345196035235694,glove
1496,f1_weighted,0.1731658251755155,glove
1497,f1_weighted,0.15866767209131577,glove
1498,f1_weighted,0.159369800289015,glove
1499,f1_weighted,0.1867617906062449,glove
1500,accuracy,0.6148409893992933,glove
1501,accuracy,0.6099290780141844,glove
1502,accuracy,0.6028368794326241,glove
1503,accuracy,0.574468085106383,glove
1504,accuracy,0.5871886120996441,glove
1505,balanced_accuracy,0.3712489862124898,glove
1506,balanced_accuracy,0.4352189781021898,glove
1507,balanced_accuracy,0.49224452554744524,glove
1508,balanced_accuracy,0.47764598540145986,glove
1509,balanced_accuracy,0.42353479853479853,glove
1510,f1,0.018018018018018018,glove
1511,f1,0.03508771929824561,glove
1512,f1,0.05084745762711864,glove
1513,f1,0.04761904761904762,glove
1514,f1,0.03333333333333333,glove
1515,precision,0.00980392156862745,glove
1516,precision,0.018867924528301886,glove
1517,precision,0.02727272727272727,glove
1518,precision,0.025423728813559324,glove
1519,precision,0.017857142857142856,glove
1520,recall,0.1111111111111111,glove
1521,recall,0.25,glove
1522,recall,0.375,glove
1523,recall,0.375,glove
1524,recall,0.25,glove
1525,roc_auc,0.3223844282238443,glove
1526,roc_auc,0.4607664233576642,glove
1527,roc_auc,0.5187043795620438,glove
1528,roc_auc,0.552007299270073,glove
1529,roc_auc,0.45467032967032966,glove
1530,accuracy,0.20422535211267606,glove
1531,accuracy,0.21631205673758866,glove
1532,accuracy,0.22340425531914893,glove
1533,accuracy,0.20640569395017794,glove
1534,accuracy,0.25622775800711745,glove
1535,balanced_accuracy,0.20109780252343298,glove
1536,balanced_accuracy,0.20869878569200867,glove
1537,balanced_accuracy,0.2179759300973036,glove
1538,balanced_accuracy,0.20036826921538067,glove
1539,balanced_accuracy,0.25631165978736775,glove
1540,f1_weighted,0.20455472773839728,glove
1541,f1_weighted,0.2152632914239826,glove
1542,f1_weighted,0.22252945565626536,glove
1543,f1_weighted,0.20274252984608462,glove
1544,f1_weighted,0.25390473374719846,glove
1545,accuracy,0.24647887323943662,glove
1546,accuracy,0.17667844522968199,glove
1547,accuracy,0.1978798586572438,glove
1548,accuracy,0.2,glove
1549,accuracy,0.18928571428571428,glove
1550,balanced_accuracy,0.2488640674489731,glove
1551,balanced_accuracy,0.17752620545073378,glove
1552,balanced_accuracy,0.200968172288927,glove
1553,balanced_accuracy,0.20003831249114268,glove
1554,balanced_accuracy,0.19307887779585892,glove
1555,f1_weighted,0.2373193489023244,glove
1556,f1_weighted,0.17579465356000343,glove
1557,f1_weighted,0.19118155813273166,glove
1558,f1_weighted,0.2043560648305505,glove
1559,f1_weighted,0.1796826041544376,glove
1560,accuracy,0.14035087719298245,glove
1561,accuracy,0.22183098591549297,glove
1562,accuracy,0.2206405693950178,glove
1563,accuracy,0.17857142857142858,glove
1564,accuracy,0.25357142857142856,glove
1565,balanced_accuracy,0.14035087719298245,glove
1566,balanced_accuracy,0.2218671679197995,glove
1567,balanced_accuracy,0.22042606516290725,glove
1568,balanced_accuracy,0.17857142857142855,glove
1569,balanced_accuracy,0.2535714285714286,glove
1570,f1_weighted,0.143016232814424,glove
1571,f1_weighted,0.22047095122436802,glove
1572,f1_weighted,0.2187445021869736,glove
1573,f1_weighted,0.17728253003171887,glove
1574,f1_weighted,0.2504162127114003,glove
1575,accuracy,0.14035087719298245,glove
1576,accuracy,0.22183098591549297,glove
1577,accuracy,0.2206405693950178,glove
1578,accuracy,0.17857142857142858,glove
1579,accuracy,0.25357142857142856,glove
1580,balanced_accuracy,0.14035087719298245,glove
1581,balanced_accuracy,0.2218671679197995,glove
1582,balanced_accuracy,0.22042606516290725,glove
1583,balanced_accuracy,0.17857142857142855,glove
1584,balanced_accuracy,0.2535714285714286,glove
1585,f1_weighted,0.143016232814424,glove
1586,f1_weighted,0.22047095122436802,glove
1587,f1_weighted,0.2187445021869736,glove
1588,f1_weighted,0.17728253003171887,glove
1589,f1_weighted,0.2504162127114003,glove
1590,accuracy,0.2147887323943662,glove
1591,accuracy,0.18374558303886926,glove
1592,accuracy,0.17314487632508835,glove
1593,accuracy,0.15302491103202848,glove
1594,accuracy,0.1863799283154122,glove
1595,balanced_accuracy,0.2158586120473598,glove
1596,balanced_accuracy,0.18395989974937343,glove
1597,balanced_accuracy,0.17399749373433585,glove
1598,balanced_accuracy,0.15315561631351104,glove
1599,balanced_accuracy,0.18728184096605147,glove
1600,f1_weighted,0.20324115804394832,glove
1601,f1_weighted,0.18376968162713403,glove
1602,f1_weighted,0.16247022755914936,glove
1603,f1_weighted,0.1563628682862419,glove
1604,f1_weighted,0.18024480710365653,glove
1605,accuracy,0.15789473684210525,glove
1606,accuracy,0.2112676056338028,glove
1607,accuracy,0.20284697508896798,glove
1608,accuracy,0.16785714285714284,glove
1609,accuracy,0.24642857142857144,glove
1610,balanced_accuracy,0.15789473684210525,glove
1611,balanced_accuracy,0.2112155388471178,glove
1612,balanced_accuracy,0.20269423558897243,glove
1613,balanced_accuracy,0.16785714285714287,glove
1614,balanced_accuracy,0.24642857142857144,glove
1615,f1_weighted,0.16054324619385432,glove
1616,f1_weighted,0.20974688087021795,glove
1617,f1_weighted,0.19983272374681776,glove
1618,f1_weighted,0.16691219993336243,glove
1619,f1_weighted,0.24209507947278597,glove
1620,accuracy,0.19649122807017544,glove
1621,accuracy,0.23508771929824562,glove
1622,accuracy,0.2,glove
1623,accuracy,0.16428571428571428,glove
1624,accuracy,0.16071428571428573,glove
1625,balanced_accuracy,0.19649122807017544,glove
1626,balanced_accuracy,0.2350877192982456,glove
1627,balanced_accuracy,0.2,glove
1628,balanced_accuracy,0.16428571428571428,glove
1629,balanced_accuracy,0.16071428571428573,glove
1630,f1_weighted,0.19172935992173282,glove
1631,f1_weighted,0.23459412560056972,glove
1632,f1_weighted,0.19814629814629814,glove
1633,f1_weighted,0.16237297663490782,glove
1634,f1_weighted,0.15913948124687227,glove
1635,accuracy,0.19298245614035087,glove
1636,accuracy,0.22456140350877193,glove
1637,accuracy,0.18571428571428572,glove
1638,accuracy,0.16071428571428573,glove
1639,accuracy,0.15714285714285714,glove
1640,balanced_accuracy,0.19298245614035087,glove
1641,balanced_accuracy,0.2245614035087719,glove
1642,balanced_accuracy,0.18571428571428572,glove
1643,balanced_accuracy,0.16071428571428573,glove
1644,balanced_accuracy,0.15714285714285714,glove
1645,f1_weighted,0.1866211044975886,glove
1646,f1_weighted,0.22429281262181938,glove
1647,f1_weighted,0.1840057921876104,glove
1648,f1_weighted,0.15830982549525421,glove
1649,f1_weighted,0.15324244739999796,glove
1650,accuracy,0.7843137254901961,glove
1651,accuracy,0.7156862745098039,glove
1652,accuracy,0.71,glove
1653,accuracy,0.67,glove
1654,accuracy,0.77,glove
1655,balanced_accuracy,0.40816326530612246,glove
1656,balanced_accuracy,0.6122448979591837,glove
1657,balanced_accuracy,0.5274914089347079,glove
1658,balanced_accuracy,0.506872852233677,glove
1659,balanced_accuracy,0.5584192439862543,glove
1660,f1,0.0,glove
1661,f1,0.1212121212121212,glove
1662,f1,0.06451612903225806,glove
1663,f1,0.05714285714285714,glove
1664,f1,0.08,glove
1665,precision,0.0,glove
1666,precision,0.06896551724137931,glove
1667,precision,0.03571428571428571,glove
1668,precision,0.03125,glove
1669,precision,0.045454545454545456,glove
1670,recall,0.0,glove
1671,recall,0.5,glove
1672,recall,0.3333333333333333,glove
1673,recall,0.3333333333333333,glove
1674,recall,0.3333333333333333,glove
1675,roc_auc,0.6326530612244898,glove
1676,roc_auc,0.7321428571428572,glove
1677,roc_auc,0.5979381443298969,glove
1678,roc_auc,0.6563573883161511,glove
1679,roc_auc,0.6116838487972508,glove
1680,accuracy,0.13592233009708737,glove
1681,accuracy,0.18627450980392157,glove
1682,accuracy,0.18811881188118812,glove
1683,accuracy,0.24242424242424243,glove
1684,accuracy,0.1414141414141414,glove
1685,balanced_accuracy,0.13496753246753246,glove
1686,balanced_accuracy,0.197987012987013,glove
1687,balanced_accuracy,0.19486215538847115,glove
1688,balanced_accuracy,0.24592731829573933,glove
1689,balanced_accuracy,0.14348370927318294,glove
1690,f1_weighted,0.13365814336688123,glove
1691,f1_weighted,0.17729502514672035,glove
1692,f1_weighted,0.17980800190713256,glove
1693,f1_weighted,0.2349103974103974,glove
1694,f1_weighted,0.12696462233895997,glove
1695,accuracy,0.2549019607843137,glove
1696,accuracy,0.3333333333333333,glove
1697,accuracy,0.297029702970297,glove
1698,accuracy,0.16,glove
1699,accuracy,0.20202020202020202,glove
1700,balanced_accuracy,0.24605042016806725,glove
1701,balanced_accuracy,0.32019607843137254,glove
1702,balanced_accuracy,0.291764705882353,glove
1703,balanced_accuracy,0.15739130434782608,glove
1704,balanced_accuracy,0.19400457665903892,glove
1705,f1_weighted,0.26312519010337426,glove
1706,f1_weighted,0.33146832987937724,glove
1707,f1_weighted,0.2798491740344618,glove
1708,f1_weighted,0.15704522704522703,glove
1709,f1_weighted,0.19302400443599668,glove
1710,accuracy,0.17307692307692307,glove
1711,accuracy,0.24752475247524752,glove
1712,accuracy,0.16831683168316833,glove
1713,accuracy,0.21212121212121213,glove
1714,accuracy,0.1414141414141414,glove
1715,balanced_accuracy,0.17285714285714285,glove
1716,balanced_accuracy,0.24761904761904763,glove
1717,balanced_accuracy,0.16857142857142857,glove
1718,balanced_accuracy,0.21368421052631578,glove
1719,balanced_accuracy,0.14105263157894737,glove
1720,f1_weighted,0.17299599997498027,glove
1721,f1_weighted,0.24779532677596514,glove
1722,f1_weighted,0.17058926595143373,glove
1723,f1_weighted,0.2055384092314164,glove
1724,f1_weighted,0.14328908344691152,glove
1725,accuracy,0.19230769230769232,glove
1726,accuracy,0.21782178217821782,glove
1727,accuracy,0.19,glove
1728,accuracy,0.22,glove
1729,accuracy,0.13131313131313133,glove
1730,balanced_accuracy,0.19285714285714284,glove
1731,balanced_accuracy,0.21809523809523806,glove
1732,balanced_accuracy,0.19,glove
1733,balanced_accuracy,0.22000000000000003,glove
1734,balanced_accuracy,0.13105263157894737,glove
1735,f1_weighted,0.19122205804350972,glove
1736,f1_weighted,0.21923751100925998,glove
1737,f1_weighted,0.19439075439075437,glove
1738,f1_weighted,0.21302358100977717,glove
1739,f1_weighted,0.13227449854590828,glove
1740,accuracy,0.23076923076923078,glove
1741,accuracy,0.32,glove
1742,accuracy,0.3,glove
1743,accuracy,0.19,glove
1744,accuracy,0.22,glove
1745,balanced_accuracy,0.2314285714285714,glove
1746,balanced_accuracy,0.31999999999999995,glove
1747,balanced_accuracy,0.3,glove
1748,balanced_accuracy,0.19,glove
1749,balanced_accuracy,0.22000000000000003,glove
1750,f1_weighted,0.2261426729527764,glove
1751,f1_weighted,0.31905906770484194,glove
1752,f1_weighted,0.28415264351354574,glove
1753,f1_weighted,0.187417024547518,glove
1754,f1_weighted,0.20929797393212024,glove
1755,accuracy,0.16346153846153846,glove
1756,accuracy,0.22,glove
1757,accuracy,0.18,glove
1758,accuracy,0.23,glove
1759,accuracy,0.12,glove
1760,balanced_accuracy,0.16333333333333333,glove
1761,balanced_accuracy,0.22000000000000003,glove
1762,balanced_accuracy,0.18,glove
1763,balanced_accuracy,0.23000000000000004,glove
1764,balanced_accuracy,0.12000000000000002,glove
1765,f1_weighted,0.16554897038381783,glove
1766,f1_weighted,0.21781338699559646,glove
1767,f1_weighted,0.18505066322403782,glove
1768,f1_weighted,0.22372933699592024,glove
1769,f1_weighted,0.11011627906976744,glove
1770,accuracy,0.1941747572815534,glove
1771,accuracy,0.2376237623762376,glove
1772,accuracy,0.27,glove
1773,accuracy,0.23,glove
1774,accuracy,0.19,glove
1775,balanced_accuracy,0.1933333333333333,glove
1776,balanced_accuracy,0.23809523809523808,glove
1777,balanced_accuracy,0.27,glove
1778,balanced_accuracy,0.23000000000000004,glove
1779,balanced_accuracy,0.19,glove
1780,f1_weighted,0.18895170322995267,glove
1781,f1_weighted,0.2376036230625351,glove
1782,f1_weighted,0.2701076701076701,glove
1783,f1_weighted,0.22674148546488973,glove
1784,f1_weighted,0.19044551813561855,glove
1785,accuracy,0.1941747572815534,glove
1786,accuracy,0.24752475247524752,glove
1787,accuracy,0.24752475247524752,glove
1788,accuracy,0.21,glove
1789,accuracy,0.24242424242424243,glove
1790,balanced_accuracy,0.19476190476190475,glove
1791,balanced_accuracy,0.24761904761904763,glove
1792,balanced_accuracy,0.24809523809523806,glove
1793,balanced_accuracy,0.20999999999999996,glove
1794,balanced_accuracy,0.24210526315789474,glove
1795,f1_weighted,0.18983261026638903,glove
1796,f1_weighted,0.246013887102996,glove
1797,f1_weighted,0.24625106517807416,glove
1798,f1_weighted,0.20300089969970855,glove
1799,f1_weighted,0.24808770399214572,glove
1800,accuracy,0.5693069306930693,glove
1801,accuracy,0.6169154228855721,glove
1802,accuracy,0.65,glove
1803,accuracy,0.695,glove
1804,accuracy,0.45,glove
1805,balanced_accuracy,0.5360824742268041,glove
1806,balanced_accuracy,0.560880829015544,glove
1807,balanced_accuracy,0.4744633604737232,glove
1808,balanced_accuracy,0.5666173205033308,glove
1809,balanced_accuracy,0.5085122131754256,glove
1810,f1,0.08421052631578949,glove
1811,f1,0.09411764705882353,glove
1812,f1,0.05405405405405406,glove
1813,f1,0.08955223880597016,glove
1814,f1,0.06779661016949153,glove
1815,precision,0.04597701149425287,glove
1816,precision,0.05194805194805195,glove
1817,precision,0.029850746268656716,glove
1818,precision,0.05,glove
1819,precision,0.036036036036036036,glove
1820,recall,0.5,glove
1821,recall,0.5,glove
1822,recall,0.2857142857142857,glove
1823,recall,0.42857142857142855,glove
1824,recall,0.5714285714285714,glove
1825,roc_auc,0.6430412371134021,glove
1826,roc_auc,0.5440414507772021,glove
1827,roc_auc,0.4914877868245744,glove
1828,roc_auc,0.5684678016284235,glove
1829,roc_auc,0.44929681717246484,glove
1830,accuracy,0.21782178217821782,glove
1831,accuracy,0.22277227722772278,glove
1832,accuracy,0.2835820895522388,glove
1833,accuracy,0.22,glove
1834,accuracy,0.21717171717171718,glove
1835,balanced_accuracy,0.2171985562229465,glove
1836,balanced_accuracy,0.22293786196225224,glove
1837,balanced_accuracy,0.28600629950601586,glove
1838,balanced_accuracy,0.22274992606813368,glove
1839,balanced_accuracy,0.21802862942950113,glove
1840,f1_weighted,0.20300554459404554,glove
1841,f1_weighted,0.210391098043462,glove
1842,f1_weighted,0.2634107378418331,glove
1843,f1_weighted,0.21704329243434461,glove
1844,f1_weighted,0.21192729217141384,glove
1845,accuracy,0.21782178217821782,glove
1846,accuracy,0.22388059701492538,glove
1847,accuracy,0.22,glove
1848,accuracy,0.215,glove
1849,accuracy,0.16,glove
1850,balanced_accuracy,0.21706965046812612,glove
1851,balanced_accuracy,0.23051305277707462,glove
1852,balanced_accuracy,0.22170049989817434,glove
1853,balanced_accuracy,0.2225604507581252,glove
1854,balanced_accuracy,0.1611027355213402,glove
1855,f1_weighted,0.21357437570016974,glove
1856,f1_weighted,0.21662983785536188,glove
1857,f1_weighted,0.2197187323146576,glove
1858,f1_weighted,0.2082854801006095,glove
1859,f1_weighted,0.15920250626566415,glove
1860,accuracy,0.23645320197044334,glove
1861,accuracy,0.21393034825870647,glove
1862,accuracy,0.2835820895522388,glove
1863,accuracy,0.245,glove
1864,accuracy,0.2676767676767677,glove
1865,balanced_accuracy,0.2368980612883052,glove
1866,balanced_accuracy,0.21547217010631642,glove
1867,balanced_accuracy,0.2857410881801125,glove
1868,balanced_accuracy,0.24554409005628516,glove
1869,balanced_accuracy,0.2678947368421053,glove
1870,f1_weighted,0.22423223771243048,glove
1871,f1_weighted,0.20032521375804957,glove
1872,f1_weighted,0.2509053340308827,glove
1873,f1_weighted,0.2447186670156001,glove
1874,f1_weighted,0.2588566025776858,glove
1875,accuracy,0.23267326732673269,glove
1876,accuracy,0.21890547263681592,glove
1877,accuracy,0.2835820895522388,glove
1878,accuracy,0.2537313432835821,glove
1879,accuracy,0.2828282828282828,glove
1880,balanced_accuracy,0.23372732958098813,glove
1881,balanced_accuracy,0.2213258286429018,glove
1882,balanced_accuracy,0.28658849280800497,glove
1883,balanced_accuracy,0.25420262664165105,glove
1884,balanced_accuracy,0.28315789473684216,glove
1885,f1_weighted,0.22057515797537172,glove
1886,f1_weighted,0.20499829501807562,glove
1887,f1_weighted,0.2561502581981471,glove
1888,f1_weighted,0.2524402698684543,glove
1889,f1_weighted,0.2738668220756168,glove
1890,accuracy,0.22167487684729065,glove
1891,accuracy,0.25,glove
1892,accuracy,0.205,glove
1893,accuracy,0.24,glove
1894,accuracy,0.18,glove
1895,balanced_accuracy,0.22158536585365854,glove
1896,balanced_accuracy,0.25,glove
1897,balanced_accuracy,0.205,glove
1898,balanced_accuracy,0.24,glove
1899,balanced_accuracy,0.18,glove
1900,f1_weighted,0.21605333495939918,glove
1901,f1_weighted,0.2519442557221074,glove
1902,f1_weighted,0.2038731264276133,glove
1903,f1_weighted,0.23103023063139438,glove
1904,f1_weighted,0.16853816197194707,glove
1905,accuracy,0.22660098522167488,glove
1906,accuracy,0.23383084577114427,glove
1907,accuracy,0.27860696517412936,glove
1908,accuracy,0.245,glove
1909,accuracy,0.2727272727272727,glove
1910,balanced_accuracy,0.22714196372732962,glove
1911,balanced_accuracy,0.2362038774233896,glove
1912,balanced_accuracy,0.28158849280800496,glove
1913,balanced_accuracy,0.24554409005628516,glove
1914,balanced_accuracy,0.2728947368421053,glove
1915,f1_weighted,0.21480748004431977,glove
1916,f1_weighted,0.22076519137119746,glove
1917,f1_weighted,0.25181108851602435,glove
1918,f1_weighted,0.24463266058174013,glove
1919,f1_weighted,0.2638840232804062,glove
1920,accuracy,0.19704433497536947,glove
1921,accuracy,0.22,glove
1922,accuracy,0.17,glove
1923,accuracy,0.225,glove
1924,accuracy,0.18,glove
1925,balanced_accuracy,0.1978048780487805,glove
1926,balanced_accuracy,0.22000000000000003,glove
1927,balanced_accuracy,0.16999999999999998,glove
1928,balanced_accuracy,0.225,glove
1929,balanced_accuracy,0.18000000000000002,glove
1930,f1_weighted,0.18466949777664793,glove
1931,f1_weighted,0.20900977647581434,glove
1932,f1_weighted,0.15801145285819648,glove
1933,f1_weighted,0.2186932784888556,glove
1934,f1_weighted,0.17308360216348084,glove
1935,accuracy,0.19704433497536947,glove
1936,accuracy,0.22,glove
1937,accuracy,0.17,glove
1938,accuracy,0.225,glove
1939,accuracy,0.18,glove
1940,balanced_accuracy,0.1978048780487805,glove
1941,balanced_accuracy,0.22000000000000003,glove
1942,balanced_accuracy,0.16999999999999998,glove
1943,balanced_accuracy,0.225,glove
1944,balanced_accuracy,0.18,glove
1945,f1_weighted,0.18466949777664793,glove
1946,f1_weighted,0.20900977647581434,glove
1947,f1_weighted,0.15801145285819648,glove
1948,f1_weighted,0.21869327848885559,glove
1949,f1_weighted,0.17308360216348084,glove
1950,accuracy,0.6411764705882353,glove
1951,accuracy,0.5294117647058824,glove
1952,accuracy,0.6153846153846154,glove
1953,accuracy,0.6190476190476191,glove
1954,accuracy,0.5952380952380952,glove
1955,balanced_accuracy,0.6334876543209876,glove
1956,balanced_accuracy,0.5748456790123457,glove
1957,balanced_accuracy,0.3823757763975155,glove
1958,balanced_accuracy,0.5279503105590062,glove
1959,balanced_accuracy,0.5838509316770186,glove
1960,f1,0.14084507042253522,glove
1961,f1,0.1111111111111111,glove
1962,f1,0.029850746268656716,glove
1963,f1,0.08571428571428572,glove
1964,f1,0.10526315789473682,glove
1965,precision,0.07936507936507936,glove
1966,precision,0.06097560975609756,glove
1967,precision,0.01694915254237288,glove
1968,precision,0.047619047619047616,glove
1969,precision,0.057971014492753624,glove
1970,recall,0.625,glove
1971,recall,0.625,glove
1972,recall,0.125,glove
1973,recall,0.42857142857142855,glove
1974,recall,0.5714285714285714,glove
1975,roc_auc,0.6574074074074074,glove
1976,roc_auc,0.6257716049382717,glove
1977,roc_auc,0.4262422360248448,glove
1978,roc_auc,0.4729370008873115,glove
1979,roc_auc,0.673469387755102,glove
1980,accuracy,0.14705882352941177,glove
1981,accuracy,0.17058823529411765,glove
1982,accuracy,0.14705882352941177,glove
1983,accuracy,0.19047619047619047,glove
1984,accuracy,0.2155688622754491,glove
1985,balanced_accuracy,0.14784275539493758,glove
1986,balanced_accuracy,0.173776401897844,glove
1987,balanced_accuracy,0.14882009045196903,glove
1988,balanced_accuracy,0.19213098729227762,glove
1989,balanced_accuracy,0.21691775439403527,glove
1990,f1_weighted,0.14462015789580795,glove
1991,f1_weighted,0.15938023783156285,glove
1992,f1_weighted,0.1436230530628227,glove
1993,f1_weighted,0.18656450053019005,glove
1994,f1_weighted,0.2167561845603519,glove
1995,accuracy,0.20588235294117646,glove
1996,accuracy,0.23076923076923078,glove
1997,accuracy,0.21893491124260356,glove
1998,accuracy,0.2603550295857988,glove
1999,accuracy,0.14285714285714285,glove
2000,balanced_accuracy,0.20951210951210947,glove
2001,balanced_accuracy,0.23051032698091523,glove
2002,balanced_accuracy,0.21968478792008206,glove
2003,balanced_accuracy,0.25921981569040387,glove
2004,balanced_accuracy,0.14283036187447953,glove
2005,f1_weighted,0.19843788034398613,glove
2006,f1_weighted,0.21195712651701118,glove
2007,f1_weighted,0.2132712241386546,glove
2008,f1_weighted,0.2612482938476617,glove
2009,f1_weighted,0.1397817200223473,glove
2010,accuracy,0.14705882352941177,glove
2011,accuracy,0.20588235294117646,glove
2012,accuracy,0.17058823529411765,glove
2013,accuracy,0.1952662721893491,glove
2014,accuracy,0.23493975903614459,glove
2015,balanced_accuracy,0.14659536541889484,glove
2016,balanced_accuracy,0.20597402597402598,glove
2017,balanced_accuracy,0.16926406926406928,glove
2018,balanced_accuracy,0.1951871657754011,glove
2019,balanced_accuracy,0.23482620320855613,glove
2020,f1_weighted,0.14723336839455678,glove
2021,f1_weighted,0.20153789337964934,glove
2022,f1_weighted,0.166012862980602,glove
2023,f1_weighted,0.19568973683926894,glove
2024,f1_weighted,0.23234645820541666,glove
2025,accuracy,0.14705882352941177,glove
2026,accuracy,0.20588235294117646,glove
2027,accuracy,0.17058823529411765,glove
2028,accuracy,0.1952662721893491,glove
2029,accuracy,0.23493975903614459,glove
2030,balanced_accuracy,0.14659536541889484,glove
2031,balanced_accuracy,0.20597402597402598,glove
2032,balanced_accuracy,0.16926406926406928,glove
2033,balanced_accuracy,0.1951871657754011,glove
2034,balanced_accuracy,0.23482620320855613,glove
2035,f1_weighted,0.14723336839455678,glove
2036,f1_weighted,0.20153789337964934,glove
2037,f1_weighted,0.166012862980602,glove
2038,f1_weighted,0.19568973683926894,glove
2039,f1_weighted,0.23234645820541666,glove
2040,accuracy,0.17647058823529413,glove
2041,accuracy,0.21764705882352942,glove
2042,accuracy,0.19411764705882353,glove
2043,accuracy,0.21893491124260356,glove
2044,accuracy,0.1566265060240964,glove
2045,balanced_accuracy,0.1764705882352941,glove
2046,balanced_accuracy,0.2176470588235294,glove
2047,balanced_accuracy,0.19411764705882356,glove
2048,balanced_accuracy,0.2185383244206774,glove
2049,balanced_accuracy,0.15668449197860962,glove
2050,f1_weighted,0.1759052059052059,glove
2051,f1_weighted,0.21156095890451604,glove
2052,f1_weighted,0.1855083860178411,glove
2053,f1_weighted,0.21918092932033145,glove
2054,f1_weighted,0.15693971381558205,glove
2055,accuracy,0.1588235294117647,glove
2056,accuracy,0.2,glove
2057,accuracy,0.17058823529411765,glove
2058,accuracy,0.20588235294117646,glove
2059,accuracy,0.23636363636363636,glove
2060,balanced_accuracy,0.1583600713012478,glove
2061,balanced_accuracy,0.20025974025974022,glove
2062,balanced_accuracy,0.16926406926406928,glove
2063,balanced_accuracy,0.2057754010695187,glove
2064,balanced_accuracy,0.23571746880570413,glove
2065,f1_weighted,0.16091340968012888,glove
2066,f1_weighted,0.19660378735852085,glove
2067,f1_weighted,0.16769441075126443,glove
2068,f1_weighted,0.20639896076847722,glove
