,metric,value,model
712,balanced_accuracy,0.27674051438757324,bert
713,balanced_accuracy,0.31705627705627704,bert
714,balanced_accuracy,0.2435940285204991,bert
715,f1_weighted,0.24700932383490343,bert
716,f1_weighted,0.2563004108611168,bert
717,f1_weighted,0.27515904322628776,bert
718,f1_weighted,0.3129804172041395,bert
719,f1_weighted,0.23394355453852023,bert
720,accuracy,0.19411764705882353,bert
721,accuracy,0.23529411764705882,bert
722,accuracy,0.2411764705882353,bert
723,accuracy,0.24260355029585798,bert
724,accuracy,0.22289156626506024,bert
725,balanced_accuracy,0.1941176470588235,bert
726,balanced_accuracy,0.23529411764705882,bert
727,balanced_accuracy,0.24117647058823533,bert
728,balanced_accuracy,0.24260249554367203,bert
729,balanced_accuracy,0.22317290552584673,bert
730,f1_weighted,0.19442374051069708,bert
731,f1_weighted,0.2333167701863354,bert
732,f1_weighted,0.243216939686022,bert
733,f1_weighted,0.2369815065420066,bert
734,f1_weighted,0.2226531478880427,bert
735,accuracy,0.2046783625730994,bert
736,accuracy,0.2529411764705882,bert
737,accuracy,0.22485207100591717,bert
738,accuracy,0.23668639053254437,bert
739,accuracy,0.20481927710843373,bert
740,balanced_accuracy,0.20470588235294115,bert
741,balanced_accuracy,0.2529411764705882,bert
742,balanced_accuracy,0.2249554367201426,bert
743,balanced_accuracy,0.2377896613190731,bert
744,balanced_accuracy,0.20481283422459895,bert
745,f1_weighted,0.20586263413363623,bert
746,f1_weighted,0.2519120663565332,bert
747,f1_weighted,0.22527295190017083,bert
748,f1_weighted,0.22975738922484484,bert
749,f1_weighted,0.2042559750958711,bert
750,accuracy,0.9541284403669725,bert
751,accuracy,0.944954128440367,bert
752,accuracy,0.9166666666666666,bert
753,accuracy,0.9345794392523364,bert
754,accuracy,0.9158878504672897,bert
755,balanced_accuracy,0.6154761904761905,bert
756,balanced_accuracy,0.730952380952381,bert
757,balanced_accuracy,0.47596153846153844,bert
758,balanced_accuracy,0.4807692307692308,bert
759,balanced_accuracy,0.47115384615384615,bert
760,f1,0.28571428571428575,bert
761,f1,0.4,bert
762,f1,0.0,bert
763,f1,0.0,bert
764,f1,0.0,bert
765,precision,0.3333333333333333,bert
766,precision,0.3333333333333333,bert
767,precision,0.0,bert
768,precision,0.0,bert
769,precision,0.0,bert
770,recall,0.25,bert
771,recall,0.5,bert
772,recall,0.0,bert
773,recall,0.0,bert
774,recall,0.0,bert
775,roc_auc,0.5714285714285714,bert
776,roc_auc,0.8714285714285713,bert
777,roc_auc,0.6682692307692307,bert
778,roc_auc,0.6282051282051282,bert
779,roc_auc,0.7692307692307692,bert
780,accuracy,0.23636363636363636,bert
781,accuracy,0.2,bert
782,accuracy,0.25688073394495414,bert
783,accuracy,0.2358490566037736,bert
784,accuracy,0.3047619047619048,bert
785,balanced_accuracy,0.23947163947163946,bert
786,balanced_accuracy,0.20031080031080029,bert
787,balanced_accuracy,0.25903030303030306,bert
788,balanced_accuracy,0.23212698412698413,bert
789,balanced_accuracy,0.3000112044817927,bert
790,f1_weighted,0.23982341768903034,bert
791,f1_weighted,0.19504028327151707,bert
792,f1_weighted,0.2513526478580425,bert
793,f1_weighted,0.2319261778118853,bert
794,f1_weighted,0.3025727881088063,bert
795,accuracy,0.44545454545454544,bert
796,accuracy,0.4818181818181818,bert
797,accuracy,0.44036697247706424,bert
798,accuracy,0.46226415094339623,bert
799,accuracy,0.45714285714285713,bert
800,balanced_accuracy,0.4387313169921866,bert
801,balanced_accuracy,0.4805894588503284,bert
802,balanced_accuracy,0.43774967061923586,bert
803,balanced_accuracy,0.4631404213859457,bert
804,balanced_accuracy,0.4530786860198625,bert
805,f1_weighted,0.4401991391100863,bert
806,f1_weighted,0.48353575530934023,bert
807,f1_weighted,0.43707868531459043,bert
808,f1_weighted,0.4641917830597076,bert
809,f1_weighted,0.4535686713357782,bert
810,accuracy,0.2072072072072072,bert
811,accuracy,0.28440366972477066,bert
812,accuracy,0.25,bert
813,accuracy,0.18867924528301888,bert
814,accuracy,0.36792452830188677,bert
815,balanced_accuracy,0.2067193675889328,bert
816,balanced_accuracy,0.28398268398268395,bert
817,balanced_accuracy,0.2502164502164502,bert
818,balanced_accuracy,0.1883116883116883,bert
819,balanced_accuracy,0.36580086580086585,bert
820,f1_weighted,0.21099906855055592,bert
821,f1_weighted,0.28597640891218873,bert
822,f1_weighted,0.24054751996149928,bert
823,f1_weighted,0.18685463279192643,bert
824,f1_weighted,0.35992017416545724,bert
825,accuracy,0.2072072072072072,bert
826,accuracy,0.28440366972477066,bert
827,accuracy,0.25,bert
828,accuracy,0.18867924528301888,bert
829,accuracy,0.36792452830188677,bert
830,balanced_accuracy,0.2067193675889328,bert
831,balanced_accuracy,0.28398268398268395,bert
832,balanced_accuracy,0.2502164502164502,bert
833,balanced_accuracy,0.1883116883116883,bert
834,balanced_accuracy,0.36580086580086585,bert
835,f1_weighted,0.21099906855055592,bert
836,f1_weighted,0.28597640891218873,bert
837,f1_weighted,0.24054751996149928,bert
838,f1_weighted,0.18685463279192643,bert
839,f1_weighted,0.35992017416545724,bert
840,accuracy,0.39090909090909093,bert
841,accuracy,0.39090909090909093,bert
842,accuracy,0.35454545454545455,bert
843,accuracy,0.41904761904761906,bert
844,accuracy,0.44761904761904764,bert
845,balanced_accuracy,0.39090909090909093,bert
846,balanced_accuracy,0.39090909090909093,bert
847,balanced_accuracy,0.35454545454545455,bert
848,balanced_accuracy,0.41904761904761906,bert
849,balanced_accuracy,0.44761904761904764,bert
850,f1_weighted,0.3829259318509039,bert
851,f1_weighted,0.38722585684991706,bert
852,f1_weighted,0.3536524174887346,bert
853,f1_weighted,0.4128018522358145,bert
854,f1_weighted,0.44395903689806127,bert
855,accuracy,0.2072072072072072,bert
856,accuracy,0.28440366972477066,bert
857,accuracy,0.25,bert
858,accuracy,0.18867924528301888,bert
859,accuracy,0.36792452830188677,bert
860,balanced_accuracy,0.2067193675889328,bert
861,balanced_accuracy,0.28398268398268395,bert
862,balanced_accuracy,0.2502164502164502,bert
863,balanced_accuracy,0.1883116883116883,bert
864,balanced_accuracy,0.36580086580086585,bert
865,f1_weighted,0.21099906855055592,bert
866,f1_weighted,0.28597640891218873,bert
867,f1_weighted,0.24054751996149928,bert
868,f1_weighted,0.18685463279192643,bert
869,f1_weighted,0.35992017416545724,bert
870,accuracy,0.37272727272727274,bert
871,accuracy,0.2727272727272727,bert
872,accuracy,0.2727272727272727,bert
873,accuracy,0.22857142857142856,bert
874,accuracy,0.2761904761904762,bert
875,balanced_accuracy,0.37272727272727274,bert
876,balanced_accuracy,0.2727272727272727,bert
877,balanced_accuracy,0.27272727272727276,bert
878,balanced_accuracy,0.22857142857142856,bert
879,balanced_accuracy,0.2761904761904762,bert
880,f1_weighted,0.37281920784147404,bert
881,f1_weighted,0.2698518960714083,bert
882,f1_weighted,0.27532874926491946,bert
883,f1_weighted,0.22227941910868737,bert
884,f1_weighted,0.2751879539113582,bert
885,accuracy,0.37272727272727274,bert
886,accuracy,0.2727272727272727,bert
887,accuracy,0.2727272727272727,bert
888,accuracy,0.22857142857142856,bert
889,accuracy,0.2761904761904762,bert
890,balanced_accuracy,0.3727272727272727,bert
891,balanced_accuracy,0.2727272727272727,bert
892,balanced_accuracy,0.27272727272727276,bert
893,balanced_accuracy,0.22857142857142856,bert
894,balanced_accuracy,0.2761904761904762,bert
895,f1_weighted,0.3728192078414741,bert
896,f1_weighted,0.2698518960714083,bert
897,f1_weighted,0.27532874926491946,bert
898,f1_weighted,0.2222794191086874,bert
899,f1_weighted,0.2751879539113582,bert
900,accuracy,0.984375,bert
901,accuracy,0.984375,bert
902,accuracy,0.9920634920634921,bert
903,accuracy,0.9920634920634921,bert
904,accuracy,0.9682539682539683,bert
905,balanced_accuracy,0.5,bert
906,balanced_accuracy,0.5,bert
907,balanced_accuracy,0.5,bert
908,balanced_accuracy,0.5,bert
909,balanced_accuracy,0.488,bert
910,f1,0.0,bert
911,f1,0.0,bert
912,f1,0.0,bert
913,f1,0.0,bert
914,f1,0.0,bert
915,precision,0.0,bert
916,precision,0.0,bert
917,precision,0.0,bert
918,precision,0.0,bert
919,precision,0.0,bert
920,recall,0.0,bert
921,recall,0.0,bert
922,recall,0.0,bert
923,recall,0.0,bert
924,recall,0.0,bert
925,roc_auc,0.6984126984126984,bert
926,roc_auc,0.6071428571428572,bert
927,roc_auc,0.992,bert
928,roc_auc,0.472,bert
929,roc_auc,0.31999999999999995,bert
930,accuracy,0.23255813953488372,bert
931,accuracy,0.3515625,bert
932,accuracy,0.23622047244094488,bert
933,accuracy,0.272,bert
934,accuracy,0.248,bert
935,balanced_accuracy,0.23320383320383323,bert
936,balanced_accuracy,0.3513597513597514,bert
937,balanced_accuracy,0.24104946904946906,bert
938,balanced_accuracy,0.2714253154253154,bert
939,balanced_accuracy,0.2544126984126984,bert
940,f1_weighted,0.23381212950296398,bert
941,f1_weighted,0.3558265615398187,bert
942,f1_weighted,0.2321427901869409,bert
943,f1_weighted,0.2692150683894133,bert
944,f1_weighted,0.24665618315945034,bert
945,accuracy,0.24806201550387597,bert
946,accuracy,0.1953125,bert
947,accuracy,0.25196850393700787,bert
948,accuracy,0.30158730158730157,bert
949,accuracy,0.1774193548387097,bert
950,balanced_accuracy,0.24281463464072162,bert
951,balanced_accuracy,0.19178405290361814,bert
952,balanced_accuracy,0.23970059288537549,bert
953,balanced_accuracy,0.30348451910408436,bert
954,balanced_accuracy,0.17620021645021644,bert
955,f1_weighted,0.2475557388348086,bert
956,f1_weighted,0.18768734395932285,bert
957,f1_weighted,0.2493463886945258,bert
958,f1_weighted,0.30210018881341905,bert
959,f1_weighted,0.17742572975869123,bert
960,accuracy,0.3,bert
961,accuracy,0.2713178294573643,bert
962,accuracy,0.232,bert
963,accuracy,0.256,bert
964,accuracy,0.296,bert
965,balanced_accuracy,0.3,bert
966,balanced_accuracy,0.2704615384615384,bert
967,balanced_accuracy,0.23199999999999998,bert
968,balanced_accuracy,0.256,bert
969,balanced_accuracy,0.296,bert
970,f1_weighted,0.29017258005519897,bert
971,f1_weighted,0.278169126371127,bert
972,f1_weighted,0.2240436880711362,bert
973,f1_weighted,0.254357403338694,bert
974,f1_weighted,0.2985871128805677,bert
975,accuracy,0.3,bert
976,accuracy,0.2713178294573643,bert
977,accuracy,0.232,bert
978,accuracy,0.256,bert
979,accuracy,0.296,bert
980,balanced_accuracy,0.3,bert
981,balanced_accuracy,0.2704615384615384,bert
982,balanced_accuracy,0.23199999999999998,bert
983,balanced_accuracy,0.256,bert
984,balanced_accuracy,0.296,bert
985,f1_weighted,0.29017258005519897,bert
986,f1_weighted,0.278169126371127,bert
987,f1_weighted,0.2240436880711362,bert
988,f1_weighted,0.254357403338694,bert
989,f1_weighted,0.2985871128805677,bert
990,accuracy,0.2248062015503876,bert
991,accuracy,0.20930232558139536,bert
992,accuracy,0.23015873015873015,bert
993,accuracy,0.264,bert
994,accuracy,0.224,bert
995,balanced_accuracy,0.2246153846153846,bert
996,balanced_accuracy,0.21015384615384614,bert
997,balanced_accuracy,0.22953846153846155,bert
998,balanced_accuracy,0.264,bert
999,balanced_accuracy,0.22399999999999998,bert
1000,f1_weighted,0.2178182260728643,bert
1001,f1_weighted,0.2009263348129515,bert
1002,f1_weighted,0.22908232243270607,bert
1003,f1_weighted,0.26447516081531425,bert
1004,f1_weighted,0.22614756253165855,bert
1005,accuracy,0.2692307692307692,bert
1006,accuracy,0.26356589147286824,bert
1007,accuracy,0.224,bert
1008,accuracy,0.256,bert
1009,accuracy,0.288,bert
1010,balanced_accuracy,0.2692307692307693,bert
1011,balanced_accuracy,0.26246153846153847,bert
1012,balanced_accuracy,0.22400000000000003,bert
1013,balanced_accuracy,0.256,bert
1014,balanced_accuracy,0.288,bert
1015,f1_weighted,0.2630951719998499,bert
1016,f1_weighted,0.26644865551720265,bert
1017,f1_weighted,0.21354080037170747,bert
1018,f1_weighted,0.2536311128224875,bert
1019,f1_weighted,0.287340350667046,bert
1020,accuracy,0.2846153846153846,bert
1021,accuracy,0.2713178294573643,bert
1022,accuracy,0.32,bert
1023,accuracy,0.24,bert
1024,accuracy,0.256,bert
1025,balanced_accuracy,0.2846153846153846,bert
1026,balanced_accuracy,0.2723076923076923,bert
1027,balanced_accuracy,0.32,bert
1028,balanced_accuracy,0.24000000000000005,bert
1029,balanced_accuracy,0.256,bert
1030,f1_weighted,0.2786726391311927,bert
1031,f1_weighted,0.2710109742092749,bert
1032,f1_weighted,0.31402062640684886,bert
1033,f1_weighted,0.23437491825394155,bert
1034,f1_weighted,0.26108685727329795,bert
1035,accuracy,0.27692307692307694,bert
1036,accuracy,0.2558139534883721,bert
1037,accuracy,0.264,bert
1038,accuracy,0.264,bert
1039,accuracy,0.272,bert
1040,balanced_accuracy,0.27692307692307694,bert
1041,balanced_accuracy,0.25723076923076926,bert
1042,balanced_accuracy,0.264,bert
1043,balanced_accuracy,0.264,bert
1044,balanced_accuracy,0.272,bert
1045,f1_weighted,0.270057281404293,bert
1046,f1_weighted,0.25310015619542814,bert
1047,f1_weighted,0.26103972477669346,bert
1048,f1_weighted,0.2636969962613709,bert
1049,f1_weighted,0.27389610389610386,bert
1050,accuracy,0.9722222222222222,bert
1051,accuracy,0.9791666666666666,bert
1052,accuracy,0.965034965034965,bert
1053,accuracy,0.958041958041958,bert
1054,accuracy,0.972027972027972,bert
1055,balanced_accuracy,0.49645390070921985,bert
1056,balanced_accuracy,0.5,bert
1057,balanced_accuracy,0.4928571428571429,bert
1058,balanced_accuracy,0.48928571428571427,bert
1059,balanced_accuracy,0.49642857142857144,bert
1060,f1,0.0,bert
1061,f1,0.0,bert
1062,f1,0.0,bert
1063,f1,0.0,bert
1064,f1,0.0,bert
1065,precision,0.0,bert
1066,precision,0.0,bert
1067,precision,0.0,bert
1068,precision,0.0,bert
1069,precision,0.0,bert
1070,recall,0.0,bert
1071,recall,0.0,bert
1072,recall,0.0,bert
1073,recall,0.0,bert
1074,recall,0.0,bert
1075,roc_auc,0.442080378250591,bert
1076,roc_auc,0.29550827423167847,bert
1077,roc_auc,0.6333333333333333,bert
1078,roc_auc,0.5142857142857142,bert
1079,roc_auc,0.3880952380952381,bert
1080,accuracy,0.2361111111111111,bert
1081,accuracy,0.2708333333333333,bert
1082,accuracy,0.2638888888888889,bert
1083,accuracy,0.20833333333333334,bert
1084,accuracy,0.2765957446808511,bert
1085,balanced_accuracy,0.22811494252873565,bert
1086,balanced_accuracy,0.2666681594267801,bert
1087,balanced_accuracy,0.265568592327213,bert
1088,balanced_accuracy,0.2071828631138976,bert
1089,balanced_accuracy,0.2739285714285714,bert
1090,f1_weighted,0.22410186167434157,bert
1091,f1_weighted,0.2718718634815911,bert
1092,f1_weighted,0.263799098190262,bert
1093,f1_weighted,0.20828263041608905,bert
1094,f1_weighted,0.2783846689736298,bert
1095,accuracy,0.3013698630136986,bert
1096,accuracy,0.2986111111111111,bert
1097,accuracy,0.2638888888888889,bert
1098,accuracy,0.2746478873239437,bert
1099,accuracy,0.2695035460992908,bert
1100,balanced_accuracy,0.30043999505623536,bert
1101,balanced_accuracy,0.3005048344314195,bert
1102,balanced_accuracy,0.26213741764353554,bert
1103,balanced_accuracy,0.27666161424782115,bert
1104,balanced_accuracy,0.2678868258178603,bert
1105,f1_weighted,0.29973574398425257,bert
1106,f1_weighted,0.2954611336260272,bert
1107,f1_weighted,0.26578008684302784,bert
1108,f1_weighted,0.27488897031845516,bert
1109,f1_weighted,0.2653758286427199,bert
1110,accuracy,0.2827586206896552,bert
1111,accuracy,0.2896551724137931,bert
1112,accuracy,0.296551724137931,bert
1113,accuracy,0.2323943661971831,bert
1114,accuracy,0.3142857142857143,bert
1115,balanced_accuracy,0.2827586206896552,bert
1116,balanced_accuracy,0.28965517241379307,bert
1117,balanced_accuracy,0.29655172413793107,bert
1118,balanced_accuracy,0.23177339901477834,bert
1119,balanced_accuracy,0.3142857142857143,bert
1120,f1_weighted,0.27737397523111806,bert
1121,f1_weighted,0.2890670459011742,bert
1122,f1_weighted,0.2810949816538153,bert
1123,f1_weighted,0.2303748699369043,bert
1124,f1_weighted,0.31979624550863617,bert
1125,accuracy,0.2827586206896552,bert
1126,accuracy,0.2896551724137931,bert
1127,accuracy,0.296551724137931,bert
1128,accuracy,0.2323943661971831,bert
1129,accuracy,0.3142857142857143,bert
1130,balanced_accuracy,0.2827586206896552,bert
1131,balanced_accuracy,0.28965517241379307,bert
1132,balanced_accuracy,0.29655172413793107,bert
1133,balanced_accuracy,0.23177339901477834,bert
1134,balanced_accuracy,0.3142857142857143,bert
1135,f1_weighted,0.27737397523111806,bert
1136,f1_weighted,0.2890670459011742,bert
1137,f1_weighted,0.2810949816538153,bert
1138,f1_weighted,0.2303748699369043,bert
1139,f1_weighted,0.31979624550863617,bert
1140,accuracy,0.32413793103448274,bert
1141,accuracy,0.3103448275862069,bert
1142,accuracy,0.2777777777777778,bert
1143,accuracy,0.3006993006993007,bert
1144,accuracy,0.24285714285714285,bert
1145,balanced_accuracy,0.3241379310344828,bert
1146,balanced_accuracy,0.3103448275862069,bert
1147,balanced_accuracy,0.2770935960591133,bert
1148,balanced_accuracy,0.3007389162561577,bert
1149,balanced_accuracy,0.24285714285714283,bert
1150,f1_weighted,0.32514334824295493,bert
1151,f1_weighted,0.30749921429078336,bert
1152,f1_weighted,0.2737169805733239,bert
1153,f1_weighted,0.30069449780988244,bert
1154,f1_weighted,0.24266625914830423,bert
1155,accuracy,0.296551724137931,bert
1156,accuracy,0.2827586206896552,bert
1157,accuracy,0.2986111111111111,bert
1158,accuracy,0.2112676056338028,bert
1159,accuracy,0.3049645390070922,bert
1160,balanced_accuracy,0.29655172413793107,bert
1161,balanced_accuracy,0.2827586206896552,bert
1162,balanced_accuracy,0.2982758620689655,bert
1163,balanced_accuracy,0.21133004926108376,bert
1164,balanced_accuracy,0.30566502463054185,bert
1165,f1_weighted,0.2936014557338087,bert
1166,f1_weighted,0.2818276638615622,bert
1167,f1_weighted,0.28448587368620726,bert
1168,f1_weighted,0.2108486987498763,bert
1169,f1_weighted,0.30729579881139385,bert
1170,accuracy,0.27586206896551724,bert
1171,accuracy,0.22758620689655173,bert
1172,accuracy,0.23448275862068965,bert
1173,accuracy,0.2605633802816901,bert
1174,accuracy,0.22142857142857142,bert
1175,balanced_accuracy,0.27586206896551724,bert
1176,balanced_accuracy,0.22758620689655173,bert
1177,balanced_accuracy,0.23448275862068968,bert
1178,balanced_accuracy,0.26059113300492615,bert
1179,balanced_accuracy,0.22142857142857145,bert
1180,f1_weighted,0.272159822561118,bert
1181,f1_weighted,0.2277943285887675,bert
1182,f1_weighted,0.23177521259590841,bert
1183,f1_weighted,0.2619692835788759,bert
1184,f1_weighted,0.22048265441360856,bert
1185,accuracy,0.27586206896551724,bert
1186,accuracy,0.23448275862068965,bert
1187,accuracy,0.2361111111111111,bert
1188,accuracy,0.2727272727272727,bert
1189,accuracy,0.22857142857142856,bert
1190,balanced_accuracy,0.27586206896551724,bert
1191,balanced_accuracy,0.23448275862068968,bert
1192,balanced_accuracy,0.23522167487684734,bert
1193,balanced_accuracy,0.2733990147783251,bert
1194,balanced_accuracy,0.22857142857142856,bert
1195,f1_weighted,0.2673907034413278,bert
1196,f1_weighted,0.23334947538337372,bert
1197,f1_weighted,0.23545100732600732,bert
1198,f1_weighted,0.2724301629649207,bert
1199,f1_weighted,0.22715001790189757,bert
1200,accuracy,0.9791666666666666,bert
1201,accuracy,0.9791666666666666,bert
1202,accuracy,0.9790209790209791,bert
1203,accuracy,0.972027972027972,bert
1204,accuracy,0.971830985915493,bert
1205,balanced_accuracy,0.5,bert
1206,balanced_accuracy,0.5,bert
1207,balanced_accuracy,0.49645390070921985,bert
1208,balanced_accuracy,0.4929078014184397,bert
1209,balanced_accuracy,0.4928571428571429,bert
1210,f1,0.0,bert
1211,f1,0.0,bert
1212,f1,0.0,bert
1213,f1,0.0,bert
1214,f1,0.0,bert
1215,precision,0.0,bert
1216,precision,0.0,bert
1217,precision,0.0,bert
1218,precision,0.0,bert
1219,precision,0.0,bert
1220,recall,0.0,bert
1221,recall,0.0,bert
1222,recall,0.0,bert
1223,recall,0.0,bert
1224,recall,0.0,bert
1225,roc_auc,0.7635933806146571,bert
1226,roc_auc,0.619385342789598,bert
1227,roc_auc,0.8156028368794326,bert
1228,roc_auc,0.925531914893617,bert
1229,roc_auc,0.4732142857142857,bert
1230,accuracy,0.2569444444444444,bert
1231,accuracy,0.2937062937062937,bert
1232,accuracy,0.3006993006993007,bert
1233,accuracy,0.23776223776223776,bert
1234,accuracy,0.2517482517482518,bert
1235,balanced_accuracy,0.2573707411527211,bert
1236,balanced_accuracy,0.29318007662835244,bert
1237,balanced_accuracy,0.29762452107279697,bert
1238,balanced_accuracy,0.23818646232439336,bert
1239,balanced_accuracy,0.2511877394636015,bert
1240,f1_weighted,0.2609692290609379,bert
1241,f1_weighted,0.29581869990841825,bert
1242,f1_weighted,0.2995926107790514,bert
1243,f1_weighted,0.23913939868433706,bert
1244,f1_weighted,0.24987637915038385,bert
1245,accuracy,0.2328767123287671,bert
1246,accuracy,0.2916666666666667,bert
1247,accuracy,0.25874125874125875,bert
1248,accuracy,0.29577464788732394,bert
1249,accuracy,0.3049645390070922,bert
1250,balanced_accuracy,0.2343231368186874,bert
1251,balanced_accuracy,0.2915011388315059,bert
1252,balanced_accuracy,0.2539059934318555,bert
1253,balanced_accuracy,0.2914880952380952,bert
1254,balanced_accuracy,0.2997772657450077,bert
1255,f1_weighted,0.23405122825721936,bert
1256,f1_weighted,0.290847942584213,bert
1257,f1_weighted,0.2626930337253912,bert
1258,f1_weighted,0.2960622456394021,bert
1259,f1_weighted,0.3026489405106036,bert
1260,accuracy,0.2827586206896552,bert
1261,accuracy,0.2847222222222222,bert
1262,accuracy,0.26573426573426573,bert
1263,accuracy,0.19718309859154928,bert
1264,accuracy,0.22535211267605634,bert
1265,balanced_accuracy,0.2827586206896552,bert
1266,balanced_accuracy,0.2857142857142857,bert
1267,balanced_accuracy,0.26502463054187186,bert
1268,balanced_accuracy,0.19753694581280787,bert
1269,balanced_accuracy,0.22610837438423648,bert
1270,f1_weighted,0.28371890732225746,bert
1271,f1_weighted,0.2842226170792784,bert
1272,f1_weighted,0.2649352645122079,bert
1273,f1_weighted,0.19843076953452563,bert
1274,f1_weighted,0.22129429145353047,bert
1275,accuracy,0.2827586206896552,bert
1276,accuracy,0.2847222222222222,bert
1277,accuracy,0.26573426573426573,bert
1278,accuracy,0.19718309859154928,bert
1279,accuracy,0.22535211267605634,bert
1280,balanced_accuracy,0.2827586206896552,bert
1281,balanced_accuracy,0.2857142857142857,bert
1282,balanced_accuracy,0.26502463054187186,bert
1283,balanced_accuracy,0.19753694581280787,bert
1284,balanced_accuracy,0.22610837438423648,bert
1285,f1_weighted,0.28371890732225746,bert
1286,f1_weighted,0.2842226170792784,bert
1287,f1_weighted,0.2649352645122079,bert
1288,f1_weighted,0.19843076953452563,bert
1289,f1_weighted,0.22129429145353047,bert
1290,accuracy,0.2482758620689655,bert
1291,accuracy,0.2413793103448276,bert
1292,accuracy,0.2206896551724138,bert
1293,accuracy,0.28368794326241137,bert
1294,accuracy,0.32857142857142857,bert
1295,balanced_accuracy,0.2482758620689655,bert
1296,balanced_accuracy,0.24137931034482757,bert
1297,balanced_accuracy,0.2206896551724138,bert
1298,balanced_accuracy,0.283743842364532,bert
1299,balanced_accuracy,0.32857142857142857,bert
1300,f1_weighted,0.2504718884965548,bert
1301,f1_weighted,0.24079060066740823,bert
1302,f1_weighted,0.2200114762237858,bert
1303,f1_weighted,0.28497014439530305,bert
1304,f1_weighted,0.32625353559873105,bert
1305,accuracy,0.2620689655172414,bert
1306,accuracy,0.2777777777777778,bert
1307,accuracy,0.2517482517482518,bert
1308,accuracy,0.2112676056338028,bert
1309,accuracy,0.21830985915492956,bert
1310,balanced_accuracy,0.26206896551724135,bert
1311,balanced_accuracy,0.27881773399014775,bert
1312,balanced_accuracy,0.2509852216748768,bert
1313,balanced_accuracy,0.21157635467980293,bert
1314,balanced_accuracy,0.21921182266009848,bert
1315,f1_weighted,0.26271327881775225,bert
1316,f1_weighted,0.27607859782283034,bert
1317,f1_weighted,0.25250338047590687,bert
1318,f1_weighted,0.21283513675352245,bert
1319,f1_weighted,0.2128210368749579,bert
1320,accuracy,0.27586206896551724,bert
1321,accuracy,0.1793103448275862,bert
1322,accuracy,0.2708333333333333,bert
1323,accuracy,0.24113475177304963,bert
1324,accuracy,0.22695035460992907,bert
1325,balanced_accuracy,0.27586206896551724,bert
1326,balanced_accuracy,0.1793103448275862,bert
1327,balanced_accuracy,0.27118226600985224,bert
1328,balanced_accuracy,0.24064039408866994,bert
1329,balanced_accuracy,0.22660098522167488,bert
1330,f1_weighted,0.2689718107978977,bert
1331,f1_weighted,0.1802037236510721,bert
1332,f1_weighted,0.27318811063202886,bert
1333,f1_weighted,0.2473070054400809,bert
1334,f1_weighted,0.22452453086545715,bert
1335,accuracy,0.2896551724137931,bert
1336,accuracy,0.2,bert
1337,accuracy,0.27586206896551724,bert
1338,accuracy,0.2553191489361702,bert
1339,accuracy,0.20714285714285716,bert
1340,balanced_accuracy,0.2896551724137931,bert
1341,balanced_accuracy,0.2,bert
1342,balanced_accuracy,0.27586206896551724,bert
1343,balanced_accuracy,0.2551724137931034,bert
1344,balanced_accuracy,0.20714285714285713,bert
1345,f1_weighted,0.28491848085174,bert
1346,f1_weighted,0.19915677135842969,bert
1347,f1_weighted,0.27859128852680637,bert
1348,f1_weighted,0.25845669572424645,bert
1349,f1_weighted,0.20641765035207657,bert
1350,accuracy,0.8677248677248677,glove
1351,accuracy,0.798941798941799,glove
1352,accuracy,0.776595744680851,glove
1353,accuracy,0.8351063829787234,glove
1354,accuracy,0.8288770053475936,glove
1355,balanced_accuracy,0.6858288770053476,glove
1356,balanced_accuracy,0.4037433155080214,glove
1357,balanced_accuracy,0.8877005347593583,glove
1358,balanced_accuracy,0.4197860962566845,glove
1359,balanced_accuracy,0.4166666666666667,glove
1360,f1,0.07407407407407407,glove
1361,f1,0.0,glove
1362,f1,0.04545454545454545,glove
1363,f1,0.0,glove
1364,f1,0.0,glove
1365,precision,0.04,glove
1366,precision,0.0,glove
1367,precision,0.023255813953488372,glove
1368,precision,0.0,glove
1369,precision,0.0,glove
1370,recall,0.5,glove
1371,recall,0.0,glove
1372,recall,1.0,glove
1373,recall,0.0,glove
1374,recall,0.0,glove
1375,roc_auc,0.6363636363636364,glove
1376,roc_auc,0.6443850267379678,glove
1377,roc_auc,0.8235294117647058,glove
1378,roc_auc,0.39572192513368987,glove
1379,roc_auc,0.6451612903225806,glove
1380,accuracy,0.20526315789473684,glove
1381,accuracy,0.18518518518518517,glove
1382,accuracy,0.26455026455026454,glove
1383,accuracy,0.2127659574468085,glove
1384,accuracy,0.1837837837837838,glove
1385,balanced_accuracy,0.20472214189319454,glove
1386,balanced_accuracy,0.18726655348047538,glove
1387,balanced_accuracy,0.2688470556042712,glove
1388,balanced_accuracy,0.21281541625655254,glove
1389,balanced_accuracy,0.18224401883352565,glove
1390,f1_weighted,0.20194392684764956,glove
1391,f1_weighted,0.1855909005843329,glove
1392,f1_weighted,0.25847684300030555,glove
1393,f1_weighted,0.2147358688106866,glove
1394,f1_weighted,0.18206256935646403,glove
1395,accuracy,0.19473684210526315,glove
1396,accuracy,0.1631578947368421,glove
1397,accuracy,0.19047619047619047,glove
1398,accuracy,0.22994652406417113,glove
1399,accuracy,0.2594594594594595,glove
1400,balanced_accuracy,0.19894683594373996,glove
1401,balanced_accuracy,0.16284297244049567,glove
1402,balanced_accuracy,0.18804689857321438,glove
1403,balanced_accuracy,0.23259242329009772,glove
