,accuracy,balanced_accuracy,f1_weighted,relation,y_type,model
105,0.29682709447415334,0.29682709447415323,0.2935019047317403,Entity-Destination,causal_stength_0.7,bert
106,0.30741532976827096,0.30741532976827096,0.30489095925764875,Entity-Destination,causal_stength_0.9,bert
107,0.2968627450980392,0.2968627450980392,0.2933341069019062,Entity-Destination,causal_stength_1.0,bert
108,0.4314358443170524,0.43176470588235294,0.4292300051711625,Entity-Destination,avg_freq_uni,bert
109,0.44035390409574166,0.44035650623885914,0.4381307010173078,Entity-Destination,avg_freq_bi,bert
110,0.2645185453286544,0.26450216450216446,0.25756970748686286,Content-Container,P(E|C),bert
111,0.467832109015338,0.45537398549163255,0.45922769388429857,Content-Container,P(E),bert
112,0.26476190476190475,0.26476190476190475,0.258298401305243,Content-Container,probabilistic_causality_diff,bert
113,0.26476190476190475,0.26476190476190475,0.258298401305243,Content-Container,delta_P,bert
114,0.4308225108225109,0.4308225108225109,0.42792279721038656,Content-Container,P(E|no C),bert
115,0.26476190476190475,0.26476190476190475,0.258298401305243,Content-Container,q,bert
116,0.3145454545454546,0.3145454545454546,0.3101096586555199,Content-Container,p,bert
117,0.3145454545454546,0.3145454545454546,0.3101096586555199,Content-Container,causal_power,bert
118,0.30874458874458877,0.30874458874458877,0.29731198363194716,Content-Container,PMI,bert
119,0.30874458874458877,0.30874458874458877,0.29731198363194716,Content-Container,PPMI,bert
120,0.30874458874458877,0.30874458874458877,0.29731198363194716,Content-Container,CPMI_-2,bert
121,0.3159307359307359,0.3159307359307359,0.30966507698260315,Content-Container,NPMI,bert
122,0.30874458874458877,0.30874458874458877,0.29731198363194716,Content-Container,NNEGPMI,bert
123,0.3441387593278996,0.3428612836438923,0.3406823501321952,Content-Container,P(C|E),bert
124,0.2851082251082251,0.2851082251082251,0.28107943629734244,Content-Container,causal_stength_nec,bert
125,0.32744588744588743,0.32744588744588743,0.3210876650376726,Content-Container,causal_stength_suf,bert
126,0.2833027972546754,0.2831168831168831,0.27656945444459136,Content-Container,causal_stength_0.5,bert
127,0.3028571428571428,0.3028571428571428,0.2959074438223156,Content-Container,causal_stength_0.7,bert
128,0.3312338898767841,0.33131940523244874,0.3249194957885078,Content-Container,causal_stength_0.9,bert
129,0.2851082251082251,0.2851082251082251,0.28107943629734244,Content-Container,causal_stength_1.0,bert
130,0.3526406926406927,0.3526406926406927,0.34934151649184053,Content-Container,avg_freq_uni,bert
131,0.3535930735930736,0.3535930735930736,0.352914474662499,Content-Container,avg_freq_bi,bert
132,0.2358574851059229,0.23556850198955465,0.23377578630564128,Component-Whole,P(E|C),gpt2
133,0.2889818381683213,0.28979064084327244,0.28725440360507004,Component-Whole,P(E),gpt2
134,0.24650443312582535,0.24654338549075389,0.24460236933874951,Component-Whole,probabilistic_causality_diff,gpt2
135,0.24650443312582535,0.24654338549075389,0.24460236933874951,Component-Whole,delta_P,gpt2
136,0.29538965111121307,0.29527738264580367,0.2927158507392368,Component-Whole,P(E|no C),gpt2
137,0.2389703115679347,0.23900426742532005,0.23795151706422085,Component-Whole,q,gpt2
138,0.2888811392037199,0.2888477951635846,0.28800981871152426,Component-Whole,p,gpt2
139,0.2697886113365989,0.2699573257467994,0.2696741790026414,Component-Whole,causal_power,gpt2
140,0.2668548004710993,0.26674253200568987,0.2648111336261628,Component-Whole,PMI,gpt2
141,0.2668548004710993,0.26674253200568987,0.2648111336261628,Component-Whole,PPMI,gpt2
142,0.2668548004710993,0.26674253200568987,0.2648111336261628,Component-Whole,CPMI_-2,gpt2
143,0.2889827008672509,0.28904694167852063,0.2869352372522237,Component-Whole,NPMI,gpt2
144,0.2668548004710993,0.26674253200568987,0.2648111336261628,Component-Whole,NNEGPMI,gpt2
145,0.2540104223336022,0.25446255972571763,0.2513433069075463,Component-Whole,P(C|E),gpt2
146,0.2728252191070527,0.27283072546230436,0.27086823962004747,Component-Whole,causal_stength_nec,gpt2
147,0.2401930283424341,0.24014224751066857,0.23973644650818987,Component-Whole,causal_stength_suf,gpt2
148,0.25923675798039125,0.25914651493598856,0.2575301327950194,Component-Whole,causal_stength_0.5,gpt2
149,0.26972820018660426,0.2697581792318634,0.26713775254421857,Component-Whole,causal_stength_0.7,gpt2
150,0.24956549078790163,0.24953058321479374,0.24687380070604908,Component-Whole,causal_stength_0.9,gpt2
151,0.2728252191070527,0.27283072546230436,0.27086823962004747,Component-Whole,causal_stength_1.0,gpt2
152,0.4040306520442344,0.40378378378378377,0.39772229906247025,Component-Whole,avg_freq_uni,gpt2
153,0.4003502653757323,0.40011379800853486,0.39553201015259715,Component-Whole,avg_freq_bi,gpt2
154,0.25177602614630396,0.25161904761904763,0.25482127878044736,Instrument-Agency,P(E|C),gpt2
155,0.347463808516774,0.34752380952380946,0.3445822740176233,Instrument-Agency,P(E),gpt2
156,0.2544971112495865,0.2541353383458646,0.25442296530611597,Instrument-Agency,probabilistic_causality_diff,gpt2
157,0.25245710724918646,0.2518496240601504,0.251090231254758,Instrument-Agency,delta_P,gpt2
158,0.34192307692307694,0.34190476190476193,0.3419178550222188,Instrument-Agency,P(E|no C),gpt2
159,0.25634058021186734,0.25613533834586466,0.25488162922332436,Instrument-Agency,q,gpt2
160,0.2877692307692308,0.2879047619047619,0.2840201772826861,Instrument-Agency,p,gpt2
161,0.2877692307692308,0.2879047619047619,0.284020177282686,Instrument-Agency,causal_power,gpt2
162,0.27992307692307694,0.2797142857142857,0.2789007304213488,Instrument-Agency,PMI,gpt2
163,0.27992307692307694,0.2797142857142857,0.2789007304213488,Instrument-Agency,PPMI,gpt2
164,0.27992307692307694,0.2797142857142857,0.2789007304213488,Instrument-Agency,CPMI_-2,gpt2
165,0.3092307692307692,0.308952380952381,0.30890359988294264,Instrument-Agency,NPMI,gpt2
166,0.27992307692307694,0.2797142857142857,0.2789007304213488,Instrument-Agency,NNEGPMI,gpt2
167,0.27587153084240457,0.27549373433583957,0.2714443326207248,Instrument-Agency,P(C|E),gpt2
168,0.24607692307692308,0.24599999999999994,0.24453149022866624,Instrument-Agency,causal_stength_nec,gpt2
169,0.32769230769230767,0.3274285714285715,0.3247192235754345,Instrument-Agency,causal_stength_suf,gpt2
170,0.2856923076923077,0.2854285714285715,0.28609202887273777,Instrument-Agency,causal_stength_0.5,gpt2
171,0.27984615384615386,0.27980952380952384,0.27935349891713707,Instrument-Agency,causal_stength_0.7,gpt2
172,0.2836923076923077,0.2835238095238095,0.27698058366697864,Instrument-Agency,causal_stength_0.9,gpt2
173,0.24607692307692308,0.24599999999999994,0.24453149022866624,Instrument-Agency,causal_stength_1.0,gpt2
174,0.40492307692307694,0.4045714285714285,0.4016050724099382,Instrument-Agency,avg_freq_uni,gpt2
175,0.3532307692307692,0.353047619047619,0.3469310470077068,Instrument-Agency,avg_freq_bi,gpt2
176,0.2857671957671958,0.2864164315888454,0.2813104704092394,Member-Collection,P(E|C),gpt2
177,0.3337940672835385,0.332304183683494,0.32816853654799527,Member-Collection,P(E),gpt2
178,0.28857142857142853,0.28857142857142853,0.28511501385310256,Member-Collection,probabilistic_causality_diff,gpt2
179,0.28857142857142853,0.28857142857142853,0.28511501385310256,Member-Collection,delta_P,gpt2
180,0.3638624338624339,0.36386243386243383,0.3569738229075607,Member-Collection,P(E|no C),gpt2
181,0.28857142857142853,0.28857142857142853,0.28511501385310256,Member-Collection,q,gpt2
182,0.30857142857142855,0.30857142857142855,0.3035187152554523,Member-Collection,p,gpt2
183,0.30857142857142855,0.30857142857142855,0.3035187152554523,Member-Collection,causal_power,gpt2
184,0.3388359788359788,0.33883597883597877,0.33097275854787894,Member-Collection,PMI,gpt2
185,0.3388359788359788,0.33883597883597877,0.33097275854787894,Member-Collection,PPMI,gpt2
186,0.3388359788359788,0.33883597883597877,0.33097275854787894,Member-Collection,CPMI_-2,gpt2
187,0.38259259259259254,0.38259259259259254,0.37808075047041556,Member-Collection,NPMI,gpt2
188,0.3388359788359788,0.33883597883597877,0.33097275854787894,Member-Collection,NNEGPMI,gpt2
189,0.3113269495630468,0.31286079182630905,0.3068473030950909,Member-Collection,P(C|E),gpt2
190,0.3391534391534391,0.3391534391534391,0.33325561265203996,Member-Collection,causal_stength_nec,gpt2
191,0.34592592592592597,0.3459259259259259,0.34192598528998425,Member-Collection,causal_stength_suf,gpt2
192,0.3407522556956635,0.34079365079365076,0.33795259334158867,Member-Collection,causal_stength_0.5,gpt2
193,0.3303174603174603,0.3303174603174603,0.3258115780579899,Member-Collection,causal_stength_0.7,gpt2
194,0.334798648476177,0.33476190476190476,0.32476318517478275,Member-Collection,causal_stength_0.9,gpt2
195,0.3391534391534391,0.3391534391534391,0.33325561265203996,Member-Collection,causal_stength_1.0,gpt2
196,0.3280952380952381,0.3280952380952381,0.3211963805200883,Member-Collection,avg_freq_uni,gpt2
197,0.3739153439153439,0.3739153439153439,0.36930301644442204,Member-Collection,avg_freq_bi,gpt2
198,0.25415258534172713,0.25442651657285803,0.25114962266490204,Cause-Effect,P(E|C),gpt2
199,0.38576212746902827,0.38586366479049405,0.38302970983074286,Cause-Effect,P(E),gpt2
200,0.24712807881773396,0.24699999999999997,0.2432790215651152,Cause-Effect,probabilistic_causality_diff,gpt2
201,0.24712807881773396,0.24699999999999997,0.2432790215651152,Cause-Effect,delta_P,gpt2
202,0.36792118226600984,0.3678536585365853,0.3647154942356659,Cause-Effect,P(E|no C),gpt2
203,0.24911330049261085,0.24895121951219515,0.24626414891555282,Cause-Effect,q,gpt2
204,0.28793502158097584,0.2878236397748593,0.28370108669286553,Cause-Effect,p,gpt2
205,0.29889162561576355,0.2989756097560976,0.29345444830744927,Cause-Effect,causal_power,gpt2
206,0.3079926047412269,0.3079931207004377,0.3031711613869184,Cause-Effect,PMI,gpt2
207,0.3079926047412269,0.3079931207004377,0.3031711613869184,Cause-Effect,PPMI,gpt2
208,0.3079926047412269,0.3079931207004377,0.3031711613869184,Cause-Effect,CPMI_-2,gpt2
209,0.31095073891625613,0.3108048780487805,0.30926554734366474,Cause-Effect,NPMI,gpt2
210,0.3079926047412269,0.3079931207004377,0.3031711613869184,Cause-Effect,NNEGPMI,gpt2
211,0.31193596059113304,0.31180487804878054,0.30930526430706384,Cause-Effect,P(C|E),gpt2
212,0.3130902410491297,0.31297873671044407,0.3108310286050976,Cause-Effect,causal_stength_nec,gpt2
213,0.30407698776213243,0.3041869918699187,0.2989892716064985,Cause-Effect,causal_stength_suf,gpt2
214,0.32289162561576357,0.32282926829268294,0.32062613585580496,Cause-Effect,causal_stength_0.5,gpt2
215,0.2959653246112789,0.2957736085053158,0.2930065083074931,Cause-Effect,causal_stength_0.7,gpt2
216,0.2970246305418719,0.2970487804878049,0.2929642138862084,Cause-Effect,causal_stength_0.9,gpt2
217,0.3130902410491297,0.31297873671044407,0.3108310286050976,Cause-Effect,causal_stength_1.0,gpt2
218,0.37689162561576356,0.3766829268292683,0.3728401392053899,Cause-Effect,avg_freq_uni,gpt2
219,0.4066822717365963,0.40580112570356475,0.401037249464517,Cause-Effect,avg_freq_bi,gpt2
220,0.30043235944124574,0.3003208556149733,0.29685023129298843,Entity-Destination,P(E|C),gpt2
221,0.3122937556838985,0.31184415584415587,0.31024671325676,Entity-Destination,P(E),gpt2
222,0.2873440285204991,0.2873440285204992,0.2865892705512588,Entity-Destination,probabilistic_causality_diff,gpt2
223,0.2873440285204991,0.2873440285204992,0.2865892705512588,Entity-Destination,delta_P,gpt2
224,0.2874509803921569,0.28745098039215683,0.2853638312989314,Entity-Destination,P(E|no C),gpt2
225,0.2873440285204991,0.2873440285204992,0.2865892705512588,Entity-Destination,q,gpt2
